ubicageo_f,rnsnni1,totalca1
16027,0,NA
16028,0,NA
16029,0,NA
16030,0,NA
16031,0,NA
16032,0,NA
16033,0,NA
16034,0,NA
16035,0,NA
16036,1,1
16037,0,NA
16038,0,NA
16039,0,NA
16040,0,NA
16041,0,NA
16042,0,NA
16043,2,NA
16044,0,NA
16045,0,NA
16046,0,NA
16047,0,NA
16048,2,NA
16049,0,NA
16050,0,NA
16051,98,ND
16052,2,NA
16053,1,1000
16054,2,NA
16055,0,NA
16056,1,6
16057,0,NA
16058,0,NA
16059,0,NA
16060,0,NA
16061,0,NA
16062,2,NA
16063,0,NA
16064,0,NA
16065,0,NA
16066,2,NA
16067,0,NA
16068,0,NA
16069,0,NA
16070,0,NA
16071,0,NA
16072,97,NSS
16073,97,NSS
16074,0,NA
16075,0,NA
16076,0,NA
16077,0,NA
16078,2,NA
16079,0,NA
16080,0,NA
16081,0,NA
16082,2,NA
16083,0,NA
16084,0,NA
16085,2,NA
16086,0,NA
16087,0,NA
16088,1,2
16089,0,NA
16090,0,NA
16091,0,NA
16092,0,NA
16093,0,NA
16094,0,NA
16095,0,NA
16096,0,NA
16097,0,NA
16098,0,NA
16099,0,NA
16100,0,NA
16101,0,NA
16102,1,1
16103,0,NA
16104,2,NA
16105,0,NA
16106,0,NA
16107,0,NA
16108,1,41
16109,0,NA
16110,0,NA
16111,0,NA
16112,1,4
16113,2,NA
17001,2,NA
17002,0,NA
17003,0,NA
17004,0,NA
17005,0,NA
17006,0,NA
17007,0,NA
17008,0,NA
17009,0,NA
17010,0,NA
17011,0,NA
17012,0,NA
17013,0,NA
17014,0,NA
17015,0,NA
17016,0,NA
17017,0,NA
17018,0,NA
17019,0,NA
17020,0,NA
17021,0,NA
17022,1,1
17023,0,NA
17024,0,NA
17025,0,NA
17026,0,NA
17027,0,NA
17028,2,NA
17029,0,NA
17030,2,NA
17031,0,NA
17032,0,NA
17033,0,NA
17034,0,NA
17035,0,NA
17036,0,NA
18001,0,NA
18002,0,NA
18003,0,NA
18004,0,NA
18005,0,NA
18006,0,NA
18007,0,NA
18008,0,NA
18009,0,NA
18010,0,NA
18011,0,NA
18012,0,NA
18013,0,NA
18014,0,NA
18015,2,NA
18016,0,NA
18017,1,96
18018,0,NA
18019,0,NA
18020,1,80
19001,0,NA
19002,0,NA
19003,0,NA
19004,1,1
19005,0,NA
19006,9,NSS
19007,0,NA
19008,0,NA
19009,1,1
19010,0,NA
19011,0,NA
19012,0,NA
19013,0,NA
19014,0,NA
19015,0,NA
19016,2,NA
19017,0,NA
19018,9,NSS
19019,0,NA
19020,0,NA
19021,9,NSS
19022,0,NA
19023,0,NA
19024,0,NA
19025,0,NA
19026,1,111
19027,0,NA
19028,0,NA
19029,0,NA
19030,0,NA
19031,1,10
19032,0,NA
19033,0,NA
19034,0,NA
19035,0,NA
19036,0,NA
19037,0,NA
19038,0,NA
19039,2,NA
19040,0,NA
19041,9,NSS
19042,97,NSS
19043,0,NA
19044,0,NA
19045,0,NA
19046,1,375
19047,97,NSS
19048,1,35
19049,2,NA
19050,0,NA
19051,97,NSS
20001,0,NA
20002,0,NA
20003,0,NA
20004,0,NA
20005,0,NA
20006,0,NA
20007,0,NA
20008,0,NA
20009,0,NA
20010,0,NA
20011,0,NA
20012,0,NA
20013,0,NA
20014,0,NA
20015,0,NA
20016,0,NA
20017,0,NA
20018,0,NA
20019,0,NA
20020,0,NA
20021,0,NA
20022,0,NA
20023,0,NA
20024,0,NA
20025,0,NA
20026,0,NA
20027,0,NA
20028,0,NA
20029,0,NA
20030,0,NA
20031,0,NA
20032,0,NA
20033,2,NA
20034,0,NA
20035,0,NA
20036,0,NA
20037,0,NA
20038,0,NA
20039,0,NA
20040,0,NA
20041,0,NA
20042,0,NA
20043,0,NA
20044,0,NA
20045,0,NA
20046,0,NA
20047,0,NA
20048,0,NA
20049,0,NA
20050,0,NA
20051,0,NA
20052,0,NA
20053,0,NA
20054,0,NA
20055,0,NA
20056,0,NA
20057,0,NA
20058,0,NA
20059,1,10
20060,0,NA
20061,0,NA
20062,0,NA
20063,0,NA
20064,0,NA
20065,0,NA
20066,0,NA
20067,2,NA
20068,0,NA
20069,0,NA
20070,0,NA
20071,0,NA
20072,0,NA
20073,0,NA
20074,0,NA
20075,0,NA
20076,0,NA
20077,0,NA
20078,0,NA
20079,0,NA
20080,0,NA
20081,0,NA
20082,0,NA
20083,0,NA
20084,0,NA
20085,0,NA
20086,0,NA
20087,0,NA
20088,0,NA
20089,0,NA
20090,0,NA
20091,0,NA
20092,0,NA
20093,0,NA
20094,0,NA
20095,0,NA
20096,0,NA
20097,0,NA
20098,0,NA
20099,0,NA
20100,0,NA
20101,0,NA
20102,0,NA
20103,2,NA
20104,0,NA
20105,0,NA
20106,0,NA
20107,0,NA
20108,0,NA
20109,0,NA
20110,0,NA
20111,0,NA
20112,0,NA
20113,0,NA
20114,0,NA
20115,0,NA
20116,0,NA
20117,0,NA
20118,1,1
20119,0,NA
20120,0,NA
20121,0,NA
20122,0,NA
20123,0,NA
20124,0,NA
20125,0,NA
20126,0,NA
20127,0,NA
20128,0,NA
20129,0,NA
20130,0,NA
20131,0,NA
20132,0,NA
20133,0,NA
20134,0,NA
20135,0,NA
20136,0,NA
20137,0,NA
20138,0,NA
20139,0,NA
20140,0,NA
20141,0,NA
20142,0,NA
20143,0,NA
20144,0,NA
20145,0,NA
20146,0,NA
20147,0,NA
20148,0,NA
20149,0,NA
20150,0,NA
20151,0,NA
20152,0,NA
20153,0,NA
20154,0,NA
20155,0,NA
20156,0,NA
20157,0,NA
20158,0,NA
20159,0,NA
20160,0,NA
20161,0,NA
20162,0,NA
20163,0,NA
20164,0,NA
20165,0,NA
20166,0,NA
20167,0,NA
20168,0,NA
20169,0,NA
20170,0,NA
20171,0,NA
20172,0,NA
20173,0,NA
20174,0,NA
20175,0,NA
20176,0,NA
20177,0,NA
20178,0,NA
20179,0,NA
20180,0,NA
20181,0,NA
20182,0,NA
20183,0,NA
20184,2,NA
20185,0,NA
20186,0,NA
20187,0,NA
20188,0,NA
20189,0,NA
20190,0,NA
20191,0,NA
20192,0,NA
20193,0,NA
20194,0,NA
20195,0,NA
20196,0,NA
20197,0,NA
20198,0,NA
20199,0,NA
20200,0,NA
20201,0,NA
20202,0,NA
20203,0,NA
20204,0,NA
20205,0,NA
20206,0,NA
20207,0,NA
20208,0,NA
20209,0,NA
20210,0,NA
20211,0,NA
20212,0,NA
20213,0,NA
20214,0,NA
20215,0,NA
20216,0,NA
20217,0,NA
20218,0,NA
20219,0,NA
20220,0,NA
20221,0,NA
20222,0,NA
20223,0,NA
20224,0,NA
20225,0,NA
20226,0,NA
20227,1,3
20228,0,NA
20229,0,NA
20230,0,NA
20231,0,NA
20232,0,NA
20233,0,NA
20234,0,NA
20235,0,NA
20236,0,NA
20237,97,NSS
20238,0,NA
20239,0,NA
20240,0,NA
20241,0,NA
20242,0,NA
20243,0,NA
20244,0,NA
20245,0,NA
20246,0,NA
20247,0,NA
20248,0,NA
20249,0,NA
20250,0,NA
20251,0,NA
20252,0,NA
20253,0,NA
20254,0,NA
20255,0,NA
20256,0,NA
20257,0,NA
20258,0,NA
20259,0,NA
20260,0,NA
20261,0,NA
20262,0,NA
20263,0,NA
20264,0,NA
20265,0,NA
20266,0,NA
20267,0,NA
20268,0,NA
20269,0,NA
20270,0,NA
20271,0,NA
20272,0,NA
20273,0,NA
20274,0,NA
20275,0,NA
20276,0,NA
20277,0,NA
20278,0,NA
20279,0,NA
20280,0,NA
20281,0,NA
20282,0,NA
20283,0,NA
20284,0,NA
20285,0,NA
20286,0,NA
20287,0,NA
20288,0,NA
20289,0,NA
20290,0,NA
20291,0,NA
20292,0,NA
20293,0,NA
20294,0,NA
20295,0,NA
20296,0,NA
20297,0,NA
20298,0,NA
20299,0,NA
20300,0,NA
20301,0,NA
20302,0,NA
20303,0,NA
20304,0,NA
20305,0,NA
20306,0,NA
20307,0,NA
20308,0,NA
20309,0,NA
20310,0,NA
20311,0,NA
20312,0,NA
20313,0,NA
20314,0,NA
20315,0,NA
20316,0,NA
20317,0,NA
20318,9,NSS
20319,0,NA
20320,0,NA
20321,0,NA
20322,0,NA
20323,0,NA
20324,1,15
20325,0,NA
20326,0,NA
20327,0,NA
20328,0,NA
20329,0,NA
20330,0,NA
20331,0,NA
20332,0,NA
20333,0,NA
20334,0,NA
20335,0,NA
20336,0,NA
20337,0,NA
20338,1,3
20339,0,NA
20340,0,NA
20341,0,NA
20342,0,NA
20343,0,NA
20344,0,NA
20345,0,NA
20346,0,NA
20347,0,NA
20348,0,NA
20349,0,NA
20350,0,NA
20351,0,NA
20352,0,NA
20353,0,NA
20354,0,NA
20355,0,NA
20356,0,NA
20357,0,NA
20358,0,NA
20359,0,NA
20360,0,NA
20361,0,NA
20362,0,NA
20363,0,NA
20364,0,NA
20365,0,NA
20366,0,NA
20367,0,NA
20368,0,NA
20369,0,NA
20370,0,NA
20371,0,NA
20372,0,NA
20373,0,NA
20374,0,NA
20375,0,NA
20376,0,NA
20377,0,NA
20378,0,NA
20379,0,NA
20380,0,NA
20381,0,NA
20382,0,NA
20383,0,NA
20384,0,NA
20385,0,NA
20386,0,NA
20387,0,NA
20388,0,NA
20389,0,NA
20390,0,NA
20391,0,NA
20392,0,NA
20393,0,NA
20394,0,NA
20395,0,NA
20396,0,NA
20397,0,NA
20398,0,NA
20399,1,25
20400,0,NA
20401,97,NSS
20402,0,NA
20403,0,NA
20404,0,NA
20405,0,NA
20406,0,NA
20407,0,NA
20408,0,NA
20409,0,NA
20410,0,NA
20411,0,NA
20412,0,NA
20413,0,NA
20414,0,NA
20415,0,NA
20416,0,NA
20417,0,NA
20418,0,NA
20419,0,NA
20420,0,NA
20421,0,NA
20422,0,NA
20423,0,NA
20424,0,NA
20425,0,NA
20426,0,NA
20427,0,NA
20428,0,NA
20429,0,NA
20430,0,NA
20431,0,NA
20432,0,NA
20433,0,NA
20434,0,NA
20435,0,NA
20436,0,NA
20437,0,NA
20438,0,NA
20439,0,NA
20440,0,NA
20441,0,NA
20442,0,NA
20443,0,NA
20444,0,NA
20445,0,NA
20446,0,NA
20447,0,NA
20448,0,NA
20449,0,NA
20450,0,NA
20451,0,NA
20452,0,NA
20453,0,NA
20454,0,NA
20455,0,NA
20456,0,NA
20457,0,NA
20458,0,NA
20459,0,NA
20460,0,NA
20461,0,NA
20462,0,NA
20463,0,NA
20464,0,NA
20465,0,NA
20466,0,NA
20467,0,NA
20468,0,NA
20469,0,NA
20470,0,NA
20471,0,NA
20472,0,NA
20473,0,NA
20474,0,NA
20475,0,NA
20476,0,NA
20477,0,NA
20478,0,NA
20479,0,NA
20480,0,NA
20481,0,NA
20482,0,NA
20483,0,NA
20484,0,NA
20485,0,NA
20486,0,NA
20487,0,NA
20488,0,NA
20489,0,NA
20490,0,NA
20491,0,NA
20492,0,NA
20493,0,NA
20494,0,NA
20495,0,NA
20496,0,NA
20497,0,NA
20498,0,NA
20499,0,NA
20500,0,NA
20501,0,NA
20502,0,NA
20503,0,NA
20504,0,NA
20505,0,NA
20506,0,NA
20507,0,NA
20508,0,NA
20509,0,NA
20510,0,NA
20511,0,NA
20512,0,NA
20513,0,NA
20514,0,NA
20515,0,NA
20516,0,NA
20517,0,NA
20518,0,NA
20519,0,NA
20520,0,NA
20521,0,NA
20522,0,NA
20523,0,NA
20524,0,NA
20525,0,NA
20526,0,NA
20527,0,NA
20528,0,NA
20529,0,NA
20530,0,NA
20531,0,NA
20532,0,NA
20533,0,NA
20534,0,NA
20535,0,NA
20536,0,NA
20537,0,NA
20538,0,NA
20539,0,NA
20540,0,NA
20541,0,NA
20542,0,NA
20543,0,NA
20544,0,NA
20545,0,NA
20546,0,NA
20547,0,NA
20548,0,NA
20549,0,NA
20550,0,NA
20551,0,NA
20552,0,NA
20553,0,NA
20554,0,NA
20555,0,NA
20556,0,NA
20557,0,NA
20558,0,NA
20559,0,NA
20560,0,NA
20561,0,NA
20562,0,NA
20563,0,NA
20564,0,NA
20565,0,NA
20566,0,NA
20567,0,NA
20568,97,NSS
20569,0,NA
20570,1,5
21001,0,NA
21002,0,NA
21003,1,6
21004,0,NA
21005,0,NA
21006,0,NA
21007,0,NA
21008,0,NA
21009,1,3
21010,0,NA
21011,0,NA
21012,0,NA
21013,0,NA
21014,0,NA
21015,0,NA
21016,0,NA
21017,0,NA
21018,0,NA
21019,1,147
21020,0,NA
21021,0,NA
21022,0,NA
21023,0,NA
21024,0,NA
21025,0,NA
21026,0,NA
21027,0,NA
21028,0,NA
21029,0,NA
21030,0,NA
21031,0,NA
21032,0,NA
21033,0,NA
21034,1,20
21035,0,NA
21036,0,NA
21037,0,NA
21038,0,NA
21039,0,NA
21040,0,NA
21041,1,150
21042,0,NA
21043,0,NA
21044,0,NA
21045,0,NA
21046,1,2
21047,0,NA
21048,2,NA
21049,0,NA
21050,0,NA
21051,0,NA
21052,0,NA
21053,0,NA
21054,0,NA
21055,0,NA
21056,0,NA
21057,0,NA
21058,0,NA
21059,0,NA
21060,0,NA
21061,0,NA
21062,2,NA
21063,0,NA
21064,0,NA
21065,0,NA
21066,0,NA
21067,0,NA
21068,0,NA
21069,0,NA
21070,0,NA
21071,0,NA
21072,0,NA
21073,0,NA
21074,0,NA
21075,0,NA
21076,0,NA
21077,0,NA
21078,0,NA
21079,0,NA
21080,0,NA
21081,0,NA
21082,0,NA
21083,0,NA
21084,0,NA
21085,0,NA
21086,0,NA
21087,0,NA
21088,0,NA
21089,0,NA
21090,0,NA
21091,0,NA
21092,0,NA
21093,0,NA
21094,0,NA
21095,0,NA
21096,0,NA
21097,0,NA
21098,0,NA
21099,0,NA
21100,0,NA
21101,0,NA
21102,0,NA
21103,0,NA
21104,0,NA
21105,0,NA
21106,0,NA
21107,0,NA
21108,0,NA
21109,0,NA
21110,0,NA
21111,0,NA
21112,0,NA
21113,1,8
21114,1,443
21115,0,NA
21116,0,NA
21117,0,NA
21118,0,NA
21119,0,NA
21120,0,NA
21121,0,NA
21122,0,NA
21123,0,NA
21124,0,NA
21125,0,NA
21126,0,NA
21127,0,NA
21128,2,NA
21129,0,NA
21130,0,NA
21131,0,NA
21132,0,NA
21133,0,NA
21134,0,NA
21135,0,NA
21136,0,NA
21137,0,NA
21138,0,NA
21139,0,NA
21140,1,200
21141,0,NA
21142,0,NA
21143,0,NA
21144,0,NA
21145,0,NA
21146,0,NA
21147,0,NA
21148,0,NA
21149,0,NA
21150,0,NA
21151,0,NA
21152,0,NA
21153,0,NA
21154,0,NA
21155,0,NA
21156,1,30
21157,0,NA
21158,0,NA
21159,0,NA
21160,0,NA
21161,0,NA
21162,0,NA
21163,1,8
21164,1,1
