ubicageo_f,jornalab_c,sexostt,sexos1,sexos2,sexosne
13055,8,0,0,0,
13055,9,0,0,0,
13055,10,0,0,0,
13055,11,0,0,0,
13055,12,0,0,0,
13055,13,0,0,0,
13055,14,0,0,0,
13056,1,0,0,0,
13056,2,2,1,1,
13056,3,0,0,0,
13056,4,1,1,0,
13056,5,0,0,0,
13056,6,0,0,0,
13056,7,51,35,16,
13056,8,0,0,0,
13056,9,0,0,0,
13056,10,0,0,0,
13056,11,0,0,0,
13056,12,0,0,0,
13056,13,0,0,0,
13056,14,0,0,0,
13057,1,0,0,0,
13057,2,0,0,0,
13057,3,0,0,0,
13057,4,0,0,0,
13057,5,0,0,0,
13057,6,0,0,0,
13057,7,0,0,0,
13057,8,0,0,0,
13057,9,35,25,10,
13057,10,0,0,0,
13057,11,0,0,0,
13057,12,0,0,0,
13057,13,0,0,0,
13057,14,0,0,0,
13058,1,0,0,0,
13058,2,0,0,0,
13058,3,0,0,0,
13058,4,0,0,0,
13058,5,0,0,0,
13058,6,0,0,0,
13058,7,0,0,0,
13058,8,0,0,0,
13058,9,15,9,6,
13058,10,0,0,0,
13058,11,0,0,0,
13058,12,0,0,0,
13058,13,0,0,0,
13058,14,1,1,0,
13059,1,0,0,0,
13059,2,0,0,0,
13059,3,0,0,0,
13059,4,9,7,2,
13059,5,0,0,0,
13059,6,0,0,0,
13059,7,17,15,2,
13059,8,0,0,0,
13059,9,0,0,0,
13059,10,0,0,0,
13059,11,0,0,0,
13059,12,0,0,0,
13059,13,0,0,0,
13059,14,0,0,0,
13060,1,5,3,2,
13060,2,0,0,0,
13060,3,0,0,0,
13060,4,0,0,0,
13060,5,0,0,0,
13060,6,0,0,0,
13060,7,0,0,0,
13060,8,0,0,0,
13060,9,25,21,4,
13060,10,0,0,0,
13060,11,0,0,0,
13060,12,0,0,0,
13060,13,0,0,0,
13060,14,0,0,0,
13061,1,0,0,0,
13061,2,0,0,0,
13061,3,0,0,0,
13061,4,5,2,3,
13061,5,3,3,0,
13061,6,0,0,0,
13061,7,80,62,18,
13061,8,0,0,0,
13061,9,0,0,0,
13061,10,0,0,0,
13061,11,0,0,0,
13061,12,0,0,0,
13061,13,0,0,0,
13061,14,0,0,0,
13062,1,0,0,0,
13062,2,0,0,0,
13062,3,0,0,0,
13062,4,0,0,0,
13062,5,0,0,0,
13062,6,0,0,0,
13062,7,0,0,0,
13062,8,0,0,0,
13062,9,27,23,4,
13062,10,0,0,0,
13062,11,0,0,0,
13062,12,0,0,0,
13062,13,0,0,0,
13062,14,0,0,0,
13063,1,0,0,0,
13063,2,0,0,0,
13063,3,0,0,0,
13063,4,0,0,0,
13063,5,0,0,0,
13063,6,0,0,0,
13063,7,96,75,21,
13063,8,0,0,0,
13063,9,0,0,0,
13063,10,0,0,0,
13063,11,0,0,0,
13063,12,0,0,0,
13063,13,0,0,0,
13063,14,0,0,0,
13064,1,0,0,0,
13064,2,0,0,0,
13064,3,0,0,0,
13064,4,0,0,0,
13064,5,0,0,0,
13064,6,0,0,0,
13064,7,10,9,1,
13064,8,0,0,0,
13064,9,1,1,0,
13064,10,0,0,0,
13064,11,0,0,0,
13064,12,0,0,0,
13064,13,0,0,0,
13064,14,0,0,0,
13065,1,0,0,0,
13065,2,0,0,0,
13065,3,0,0,0,
13065,4,0,0,0,
13065,5,0,0,0,
13065,6,0,0,0,
13065,7,12,8,4,
13065,8,0,0,0,
13065,9,0,0,0,
13065,10,0,0,0,
13065,11,0,0,0,
13065,12,0,0,0,
13065,13,0,0,0,
13065,14,0,0,0,
13066,1,0,0,0,
13066,2,0,0,0,
13066,3,0,0,0,
13066,4,0,0,0,
13066,5,0,0,0,
13066,6,0,0,0,
13066,7,0,0,0,
13066,8,0,0,0,
13066,9,22,17,5,
13066,10,0,0,0,
13066,11,0,0,0,
13066,12,0,0,0,
13066,13,0,0,0,
13066,14,0,0,0,
13067,1,0,0,0,
13067,2,1,0,1,
13067,3,0,0,0,
13067,4,0,0,0,
13067,5,0,0,0,
13067,6,0,0,0,
13067,7,0,0,0,
13067,8,0,0,0,
13067,9,57,44,13,
13067,10,0,0,0,
13067,11,0,0,0,
13067,12,0,0,0,
13067,13,0,0,0,
13067,14,0,0,0,
13068,1,0,0,0,
13068,2,0,0,0,
13068,3,0,0,0,
13068,4,2,1,1,
13068,5,0,0,0,
13068,6,0,0,0,
13068,7,0,0,0,
13068,8,0,0,0,
13068,9,22,18,4,
13068,10,0,0,0,
13068,11,0,0,0,
13068,12,0,0,0,
13068,13,0,0,0,
13068,14,0,0,0,
13069,1,0,0,0,
13069,2,0,0,0,
13069,3,0,0,0,
13069,4,0,0,0,
13069,5,0,0,0,
13069,6,0,0,0,
13069,7,173,136,37,
13069,8,0,0,0,
13069,9,0,0,0,
13069,10,0,0,0,
13069,11,0,0,0,
13069,12,0,0,0,
13069,13,0,0,0,
13069,14,0,0,0,
13070,1,0,0,0,
13070,2,0,0,0,
13070,3,0,0,0,
13070,4,0,0,0,
13070,5,0,0,0,
13070,6,0,0,0,
13070,7,23,18,5,
13070,8,0,0,0,
13070,9,0,0,0,
13070,10,0,0,0,
13070,11,0,0,0,
13070,12,0,0,0,
13070,13,0,0,0,
13070,14,0,0,0,
13071,1,0,0,0,
13071,2,0,0,0,
13071,3,0,0,0,
13071,4,0,0,0,
13071,5,0,0,0,
13071,6,0,0,0,
13071,7,0,0,0,
13071,8,0,0,0,
13071,9,0,0,0,
13071,10,13,11,2,
13071,11,0,0,0,
13071,12,0,0,0,
13071,13,0,0,0,
13071,14,0,0,0,
13072,1,0,0,0,
13072,2,0,0,0,
13072,3,0,0,0,
13072,4,0,0,0,
13072,5,0,0,0,
13072,6,0,0,0,
13072,7,9,5,4,
13072,8,0,0,0,
13072,9,0,0,0,
13072,10,0,0,0,
13072,11,0,0,0,
13072,12,0,0,0,
13072,13,0,0,0,
13072,14,0,0,0,
13073,1,0,0,0,
13073,2,0,0,0,
13073,3,0,0,0,
13073,4,0,0,0,
13073,5,0,0,0,
13073,6,0,0,0,
13073,7,0,0,0,
13073,8,0,0,0,
13073,9,27,19,8,
13073,10,0,0,0,
13073,11,0,0,0,
13073,12,0,0,0,
13073,13,0,0,0,
13073,14,0,0,0,
13074,1,0,0,0,
13074,2,1,0,1,
13074,3,0,0,0,
13074,4,0,0,0,
13074,5,0,0,0,
13074,6,0,0,0,
13074,7,27,22,5,
13074,8,0,0,0,
13074,9,0,0,0,
13074,10,0,0,0,
13074,11,0,0,0,
13074,12,0,0,0,
13074,13,0,0,0,
13074,14,0,0,0,
13075,1,0,0,0,
13075,2,0,0,0,
13075,3,0,0,0,
13075,4,0,0,0,
13075,5,0,0,0,
13075,6,0,0,0,
13075,7,22,16,6,
13075,8,0,0,0,
13075,9,0,0,0,
13075,10,0,0,0,
13075,11,0,0,0,
13075,12,0,0,0,
13075,13,0,0,0,
13075,14,2,0,2,
13076,1,0,0,0,
13076,2,0,0,0,
13076,3,0,0,0,
13076,4,5,1,4,
13076,5,0,0,0,
13076,6,0,0,0,
13076,7,169,138,31,
13076,8,0,0,0,
13076,9,0,0,0,
13076,10,0,0,0,
13076,11,0,0,0,
13076,12,0,0,0,
13076,13,0,0,0,
13076,14,25,11,14,
13077,1,0,0,0,
13077,2,0,0,0,
13077,3,0,0,0,
13077,4,2,2,0,
13077,5,0,0,0,
13077,6,0,0,0,
13077,7,190,152,38,
13077,8,0,0,0,
13077,9,0,0,0,
13077,10,0,0,0,
13077,11,0,0,0,
13077,12,0,0,0,
13077,13,0,0,0,
13077,14,0,0,0,
13078,1,0,0,0,
13078,2,0,0,0,
13078,3,0,0,0,
13078,4,0,0,0,
13078,5,0,0,0,
13078,6,0,0,0,
13078,7,24,21,3,
13078,8,0,0,0,
13078,9,0,0,0,
13078,10,0,0,0,
13078,11,0,0,0,
13078,12,0,0,0,
13078,13,0,0,0,
13078,14,0,0,0,
13079,1,0,0,0,
13079,2,0,0,0,
13079,3,0,0,0,
13079,4,0,0,0,
13079,5,0,0,0,
13079,6,0,0,0,
13079,7,0,0,0,
13079,8,0,0,0,
13079,9,20,16,4,
13079,10,0,0,0,
13079,11,0,0,0,
13079,12,0,0,0,
13079,13,0,0,0,
13079,14,0,0,0,
13080,1,0,0,0,
13080,2,0,0,0,
13080,3,0,0,0,
13080,4,0,0,0,
13080,5,0,0,0,
13080,6,0,0,0,
13080,7,37,32,5,
13080,8,0,0,0,
13080,9,0,0,0,
13080,10,0,0,0,
13080,11,0,0,0,
13080,12,0,0,0,
13080,13,0,0,0,
13080,14,0,0,0,
13081,1,0,0,0,
13081,2,0,0,0,
13081,3,0,0,0,
13081,4,0,0,0,
13081,5,0,0,0,
13081,6,0,0,0,
13081,7,0,0,0,
13081,8,0,0,0,
13081,9,63,55,8,
13081,10,0,0,0,
13081,11,0,0,0,
13081,12,0,0,0,
13081,13,2,0,2,
13081,14,0,0,0,
13082,1,0,0,0,
13082,2,0,0,0,
13082,3,0,0,0,
13082,4,0,0,0,
13082,5,0,0,0,
13082,6,0,0,0,
13082,7,31,24,7,
13082,8,0,0,0,
13082,9,0,0,0,
13082,10,0,0,0,
13082,11,0,0,0,
13082,12,0,0,0,
13082,13,0,0,0,
13082,14,0,0,0,
13083,1,0,0,0,
13083,2,0,0,0,
13083,3,0,0,0,
13083,4,16,11,5,
13083,5,6,1,5,
13083,6,0,0,0,
13083,7,44,32,12,
13083,8,3,2,1,
13083,9,0,0,0,
13083,10,0,0,0,
13083,11,0,0,0,
13083,12,0,0,0,
13083,13,0,0,0,
13083,14,0,0,0,
13084,1,0,0,0,
13084,2,0,0,0,
13084,3,0,0,0,
13084,4,0,0,0,
13084,5,0,0,0,
13084,6,0,0,0,
13084,7,33,22,11,
13084,8,0,0,0,
13084,9,0,0,0,
13084,10,0,0,0,
13084,11,0,0,0,
13084,12,0,0,0,
13084,13,0,0,0,
13084,14,0,0,0,
14001,1,3,2,1,
14001,2,0,0,0,
14001,3,0,0,0,
14001,4,0,0,0,
14001,5,0,0,0,
14001,6,0,0,0,
14001,7,0,0,0,
14001,8,0,0,0,
14001,9,23,20,3,
14001,10,0,0,0,
14001,11,0,0,0,
14001,12,0,0,0,
14001,13,0,0,0,
14001,14,0,0,0,
14002,1,0,0,0,
14002,2,0,0,0,
14002,3,0,0,0,
14002,4,0,0,0,
14002,5,0,0,0,
14002,6,0,0,0,
14002,7,23,19,4,
14002,8,0,0,0,
14002,9,0,0,0,
14002,10,0,0,0,
14002,11,0,0,0,
14002,12,0,0,0,
14002,13,0,0,0,
14002,14,0,0,0,
14003,1,0,0,0,
14003,2,0,0,0,
14003,3,0,0,0,
14003,4,0,0,0,
14003,5,0,0,0,
14003,6,0,0,0,
14003,7,31,21,10,
14003,8,0,0,0,
14003,9,0,0,0,
14003,10,0,0,0,
14003,11,0,0,0,
14003,12,0,0,0,
14003,13,0,0,0,
14003,14,0,0,0,
14004,1,0,0,0,
14004,2,0,0,0,
14004,3,0,0,0,
14004,4,0,0,0,
14004,5,0,0,0,
14004,6,0,0,0,
14004,7,0,0,0,
14004,8,0,0,0,
14004,9,12,8,4,
14004,10,0,0,0,
14004,11,0,0,0,
14004,12,0,0,0,
14004,13,0,0,0,
14004,14,0,0,0,
14005,1,0,0,0,
14005,2,0,0,0,
14005,3,0,0,0,
14005,4,0,0,0,
14005,5,0,0,0,
14005,6,0,0,0,
14005,7,0,0,0,
14005,8,0,0,0,
14005,9,34,22,12,
14005,10,0,0,0,
14005,11,0,0,0,
14005,12,0,0,0,
14005,13,0,0,0,
14005,14,0,0,0,
14006,1,0,0,0,
14006,2,0,0,0,
14006,3,0,0,0,
14006,4,0,0,0,
14006,5,0,0,0,
14006,6,0,0,0,
14006,7,75,64,11,
14006,8,0,0,0,
14006,9,0,0,0,
14006,10,0,0,0,
14006,11,0,0,0,
14006,12,0,0,0,
14006,13,0,0,0,
14006,14,0,0,0,
14007,1,2,2,0,
14007,2,0,0,0,
14007,3,0,0,0,
14007,4,0,0,0,
14007,5,0,0,0,
14007,6,0,0,0,
14007,7,0,0,0,
14007,8,0,0,0,
14007,9,22,13,9,
14007,10,0,0,0,
14007,11,0,0,0,
14007,12,0,0,0,
14007,13,0,0,0,
14007,14,0,0,0,
14008,1,5,2,3,
14008,2,0,0,0,
14008,3,0,0,0,
14008,4,0,0,0,
14008,5,0,0,0,
14008,6,0,0,0,
14008,7,75,55,20,
14008,8,0,0,0,
14008,9,0,0,0,
14008,10,0,0,0,
14008,11,0,0,0,
14008,12,0,0,0,
14008,13,0,0,0,
14008,14,0,0,0,
14009,1,0,0,0,
14009,2,0,0,0,
14009,3,0,0,0,
14009,4,1,1,0,
14009,5,0,0,0,
14009,6,0,0,0,
14009,7,48,34,14,
14009,8,0,0,0,
14009,9,0,0,0,
14009,10,0,0,0,
14009,11,0,0,0,
14009,12,0,0,0,
14009,13,0,0,0,
14009,14,0,0,0,
14010,1,0,0,0,
14010,2,0,0,0,
14010,3,0,0,0,
14010,4,0,0,0,
14010,5,0,0,0,
14010,6,0,0,0,
14010,7,0,0,0,
14010,8,0,0,0,
14010,9,11,7,4,
14010,10,0,0,0,
14010,11,0,0,0,
14010,12,0,0,0,
14010,13,0,0,0,
14010,14,0,0,0,
14011,1,0,0,0,
14011,2,0,0,0,
14011,3,0,0,0,
14011,4,0,0,0,
14011,5,0,0,0,
14011,6,0,0,0,
14011,7,14,10,4,
14011,8,0,0,0,
14011,9,0,0,0,
14011,10,0,0,0,
14011,11,0,0,0,
14011,12,0,0,0,
14011,13,0,0,0,
14011,14,0,0,0,
14012,1,0,0,0,
14012,2,0,0,0,
14012,3,0,0,0,
14012,4,0,0,0,
14012,5,0,0,0,
14012,6,0,0,0,
14012,7,0,0,0,
14012,8,0,0,0,
14012,9,0,0,0,
14012,10,0,0,0,
14012,11,17,7,10,
14012,12,0,0,0,
14012,13,0,0,0,
14012,14,0,0,0,
14013,1,0,0,0,
14013,2,0,0,0,
14013,3,0,0,0,
14013,4,0,0,0,
14013,5,0,0,0,
14013,6,0,0,0,
14013,7,71,49,22,
14013,8,0,0,0,
14013,9,0,0,0,
14013,10,0,0,0,
14013,11,0,0,0,
14013,12,0,0,0,
14013,13,0,0,0,
14013,14,0,0,0,
14014,1,0,0,0,
14014,2,0,0,0,
14014,3,0,0,0,
14014,4,0,0,0,
14014,5,0,0,0,
14014,6,0,0,0,
14014,7,0,0,0,
14014,8,17,12,5,
14014,9,0,0,0,
14014,10,0,0,0,
14014,11,0,0,0,
14014,12,0,0,0,
14014,13,0,0,0,
14014,14,0,0,0,
14015,1,0,0,0,
14015,2,0,0,0,
14015,3,16,6,10,
14015,4,0,0,0,
14015,5,0,0,0,
14015,6,0,0,0,
14015,7,0,0,0,
14015,8,120,99,21,
14015,9,0,0,0,
14015,10,0,0,0,
14015,11,0,0,0,
14015,12,0,0,0,
14015,13,0,0,0,
14015,14,2,2,0,
14016,1,0,0,0,
14016,2,0,0,0,
14016,3,0,0,0,
14016,4,0,0,0,
14016,5,0,0,0,
14016,6,0,0,0,
14016,7,0,0,0,
14016,8,0,0,0,
14016,9,43,40,3,
14016,10,0,0,0,
14016,11,0,0,0,
14016,12,0,0,0,
14016,13,0,0,0,
14016,14,0,0,0,
14017,1,1,1,0,
14017,2,0,0,0,
14017,3,0,0,0,
14017,4,0,0,0,
14017,5,0,0,0,
14017,6,0,0,0,
14017,7,0,0,0,
14017,8,20,14,6,
14017,9,0,0,0,
14017,10,0,0,0,
14017,11,0,0,0,
14017,12,0,0,0,
14017,13,0,0,0,
14017,14,0,0,0,
14018,1,0,0,0,
14018,2,0,0,0,
14018,3,0,0,0,
14018,4,0,0,0,
14018,5,0,0,0,
14018,6,0,0,0,
14018,7,67,50,17,
14018,8,0,0,0,
14018,9,0,0,0,
14018,10,0,0,0,
14018,11,0,0,0,
14018,12,0,0,0,
14018,13,0,0,0,
14018,14,0,0,0,
14019,1,0,0,0,
14019,2,0,0,0,
14019,3,0,0,0,
14019,4,0,0,0,
14019,5,0,0,0,
14019,6,0,0,0,
14019,7,0,0,0,
14019,8,0,0,0,
14019,9,0,0,0,
14019,10,0,0,0,
14019,11,0,0,0,
14019,12,0,0,0,
14019,13,0,0,0,
14019,14,22,19,3,
14020,1,0,0,0,
14020,2,2,2,0,
14020,3,0,0,0,
14020,4,0,0,0,
14020,5,0,0,0,
14020,6,0,0,0,
14020,7,14,10,4,
14020,8,0,0,0,
14020,9,0,0,0,
14020,10,0,0,0,
14020,11,0,0,0,
14020,12,0,0,0,
14020,13,0,0,0,
14020,14,0,0,0,
14021,1,0,0,0,
14021,2,0,0,0,
14021,3,0,0,0,
14021,4,0,0,0,
14021,5,0,0,0,
14021,6,0,0,0,
14021,7,30,24,6,
14021,8,0,0,0,
14021,9,0,0,0,
14021,10,0,0,0,
14021,11,0,0,0,
14021,12,0,0,0,
14021,13,0,0,0,
14021,14,0,0,0,
14022,1,0,0,0,
14022,2,0,0,0,
14022,3,0,0,0,
14022,4,0,0,0,
14022,5,0,0,0,
14022,6,0,0,0,
14022,7,0,0,0,
14022,8,103,73,30,
14022,9,0,0,0,
14022,10,0,0,0,
14022,11,0,0,0,
14022,12,0,0,0,
14022,13,0,0,0,
14022,14,0,0,0,
14023,1,0,0,0,
14023,2,0,0,0,
14023,3,0,0,0,
14023,4,0,0,0,
14023,5,178,137,41,
14023,6,0,0,0,
14023,7,0,0,0,
14023,8,0,0,0,
14023,9,0,0,0,
14023,10,0,0,0,
14023,11,0,0,0,
14023,12,0,0,0,
14023,13,0,0,0,
14023,14,11,5,6,
14024,1,0,0,0,
14024,2,0,0,0,
14024,3,0,0,0,
14024,4,0,0,0,
14024,5,0,0,0,
14024,6,0,0,0,
14024,7,52,38,14,
14024,8,0,0,0,
14024,9,0,0,0,
14024,10,0,0,0,
14024,11,0,0,0,
14024,12,0,0,0,
14024,13,0,0,0,
14024,14,0,0,0,
14025,1,0,0,0,
14025,2,0,0,0,
14025,3,0,0,0,
14025,4,0,0,0,
14025,5,0,0,0,
14025,6,0,0,0,
14025,7,0,0,0,
14025,8,0,0,0,
14025,9,0,0,0,
14025,10,0,0,0,
14025,11,33,24,9,
14025,12,0,0,0,
14025,13,0,0,0,
14025,14,0,0,0,
14026,1,0,0,0,
14026,2,0,0,0,
14026,3,0,0,0,
14026,4,0,0,0,
14026,5,0,0,0,
14026,6,0,0,0,
14026,7,0,0,0,
14026,8,0,0,0,
14026,9,9,5,4,
14026,10,0,0,0,
14026,11,0,0,0,
14026,12,0,0,0,
14026,13,1,0,1,
14026,14,0,0,0,
14027,1,0,0,0,
14027,2,0,0,0,
14027,3,0,0,0,
14027,4,0,0,0,
14027,5,0,0,0,
14027,6,0,0,0,
14027,7,0,0,0,
14027,8,0,0,0,
14027,9,43,39,4,
14027,10,0,0,0,
14027,11,0,0,0,
14027,12,0,0,0,
14027,13,0,0,0,
14027,14,0,0,0,
14028,1,0,0,0,
14028,2,0,0,0,
14028,3,0,0,0,
14028,4,0,0,0,
14028,5,0,0,0,
14028,6,0,0,0,
14028,7,8,7,1,
14028,8,0,0,0,
14028,9,0,0,0,
14028,10,0,0,0,
14028,11,0,0,0,
14028,12,0,0,0,
14028,13,0,0,0,
14028,14,0,0,0,
14029,1,0,0,0,
14029,2,0,0,0,
14029,3,0,0,0,
14029,4,0,0,0,
14029,5,0,0,0,
14029,6,0,0,0,
14029,7,0,0,0,
14029,8,0,0,0,
14029,9,43,27,16,
14029,10,0,0,0,
14029,11,0,0,0,
14029,12,0,0,0,
14029,13,0,0,0,
14029,14,3,1,2,
14030,1,0,0,0,
14030,2,0,0,0,
14030,3,0,0,0,
14030,4,0,0,0,
14030,5,0,0,0,
14030,6,0,0,0,
14030,7,99,75,24,
14030,8,0,0,0,
14030,9,0,0,0,
14030,10,0,0,0,
14030,11,0,0,0,
14030,12,0,0,0,
14030,13,0,0,0,
14030,14,2,1,1,
14031,1,0,0,0,
14031,2,0,0,0,
14031,3,0,0,0,
14031,4,0,0,0,
14031,5,0,0,0,
14031,6,0,0,0,
14031,7,0,0,0,
14031,8,0,0,0,
14031,9,0,0,0,
14031,10,0,0,0,
14031,11,0,0,0,
14031,12,0,0,0,
14031,13,0,0,0,
14031,14,21,19,2,
14032,1,0,0,0,
14032,2,0,0,0,
14032,3,0,0,0,
14032,4,0,0,0,
14032,5,0,0,0,
14032,6,0,0,0,
14032,7,14,10,4,
14032,8,0,0,0,
14032,9,0,0,0,
14032,10,0,0,0,
14032,11,0,0,0,
14032,12,0,0,0,
14032,13,0,0,0,
14032,14,0,0,0,
14033,1,0,0,0,
14033,2,0,0,0,
14033,3,10,4,6,
14033,4,0,0,0,
14033,5,0,0,0,
14033,6,0,0,0,
14033,7,0,0,0,
14033,8,0,0,0,
14033,9,40,36,4,
14033,10,0,0,0,
14033,11,0,0,0,
14033,12,0,0,0,
14033,13,0,0,0,
14033,14,0,0,0,
14034,1,0,0,0,
14034,2,0,0,0,
14034,3,0,0,0,
14034,4,0,0,0,
14034,5,0,0,0,
14034,6,0,0,0,
14034,7,0,0,0,
14034,8,5,5,0,
14034,9,0,0,0,
14034,10,0,0,0,
14034,11,0,0,0,
14034,12,0,0,0,
14034,13,0,0,0,
14034,14,0,0,0,
14035,1,0,0,0,
14035,2,1,1,0,
14035,3,0,0,0,
14035,4,0,0,0,
14035,5,0,0,0,
14035,6,0,0,0,
14035,7,0,0,0,
14035,8,88,76,12,
14035,9,0,0,0,
14035,10,0,0,0,
14035,11,0,0,0,
14035,12,0,0,0,
14035,13,0,0,0,
14035,14,0,0,0,
14036,1,0,0,0,
14036,2,0,0,0,
14036,3,0,0,0,
14036,4,0,0,0,
14036,5,0,0,0,
14036,6,0,0,0,
14036,7,0,0,0,
14036,8,0,0,0,
14036,9,20,16,4,
14036,10,0,0,0,
14036,11,0,0,0,
14036,12,0,0,0,
14036,13,0,0,0,
14036,14,0,0,0,
14037,1,5,3,2,
14037,2,0,0,0,
14037,3,0,0,0,
14037,4,0,0,0,
14037,5,0,0,0,
14037,6,0,0,0,
14037,7,57,42,15,
14037,8,0,0,0,
14037,9,0,0,0,
14037,10,0,0,0,
14037,11,0,0,0,
14037,12,0,0,0,
14037,13,0,0,0,
14037,14,0,0,0,
14038,1,0,0,0,
14038,2,1,0,1,
14038,3,0,0,0,
14038,4,0,0,0,
14038,5,0,0,0,
14038,6,0,0,0,
14038,7,0,0,0,
14038,8,0,0,0,
14038,9,16,12,4,
14038,10,0,0,0,
14038,11,0,0,0,
14038,12,0,0,0,
14038,13,0,0,0,
14038,14,32,26,6,
14039,1,16,12,4,
14039,2,541,421,120,
14039,3,84,77,7,
14039,4,0,0,0,
14039,5,844,690,154,
14039,6,698,514,184,
14039,7,290,173,117,
14039,8,65,64,1,
14039,9,0,0,0,
14039,10,0,0,0,
14039,11,0,0,0,
14039,12,0,0,0,
14039,13,5,5,0,
14039,14,381,346,35,
14040,1,0,0,0,
14040,2,0,0,0,
14040,3,0,0,0,
14040,4,0,0,0,
14040,5,0,0,0,
14040,6,0,0,0,
14040,7,24,19,5,
14040,8,0,0,0,
14040,9,0,0,0,
14040,10,0,0,0,
14040,11,0,0,0,
14040,12,0,0,0,
14040,13,0,0,0,
14040,14,0,0,0,
14041,1,0,0,0,
14041,2,0,0,0,
14041,3,0,0,0,
14041,4,0,0,0,
14041,5,0,0,0,
14041,6,0,0,0,
14041,7,0,0,0,
14041,8,0,0,0,
14041,9,0,0,0,
14041,10,0,0,0,
14041,11,0,0,0,
14041,12,0,0,0,
14041,13,0,0,0,
14041,14,13,12,1,
14042,1,0,0,0,
14042,2,0,0,0,
14042,3,0,0,0,
14042,4,0,0,0,
14042,5,0,0,0,
14042,6,0,0,0,
14042,7,0,0,0,
14042,8,0,0,0,
14042,9,0,0,0,
14042,10,0,0,0,
14042,11,0,0,0,
14042,12,25,21,4,
14042,13,0,0,0,
14042,14,0,0,0,
14043,1,0,0,0,
14043,2,0,0,0,
14043,3,0,0,0,
14043,4,0,0,0,
14043,5,0,0,0,
14043,6,0,0,0,
14043,7,54,42,12,
14043,8,0,0,0,
14043,9,0,0,0,
14043,10,0,0,0,
14043,11,0,0,0,
14043,12,0,0,0,
14043,13,0,0,0,
14043,14,0,0,0,
14044,1,0,0,0,
14044,2,0,0,0,
14044,3,0,0,0,
14044,4,0,0,0,
14044,5,0,0,0,
14044,6,0,0,0,
14044,7,41,30,11,
14044,8,0,0,0,
14044,9,0,0,0,
14044,10,0,0,0,
14044,11,0,0,0,
14044,12,0,0,0,
14044,13,0,0,0,
14044,14,1,0,1,
14045,1,0,0,0,
14045,2,0,0,0,
14045,3,0,0,0,
14045,4,0,0,0,
14045,5,0,0,0,
14045,6,0,0,0,
14045,7,26,21,5,
14045,8,0,0,0,
14045,9,0,0,0,
14045,10,0,0,0,
14045,11,0,0,0,
14045,12,0,0,0,
14045,13,0,0,0,
14045,14,0,0,0,
14046,1,0,0,0,
14046,2,6,2,4,
14046,3,0,0,0,
14046,4,3,3,0,
14046,5,0,0,0,
14046,6,0,0,0,
14046,7,54,40,14,
14046,8,0,0,0,
14046,9,0,0,0,
14046,10,0,0,0,
14046,11,0,0,0,
14046,12,0,0,0,
14046,13,0,0,0,
14046,14,0,0,0,
14047,1,0,0,0,
14047,2,0,0,0,
14047,3,0,0,0,
14047,4,0,0,0,
14047,5,0,0,0,
14047,6,0,0,0,
14047,7,38,28,10,
14047,8,0,0,0,
14047,9,0,0,0,
14047,10,0,0,0,
14047,11,0,0,0,
14047,12,0,0,0,
14047,13,0,0,0,
14047,14,0,0,0,
14048,1,0,0,0,
14048,2,0,0,0,
14048,3,0,0,0,
14048,4,0,0,0,
14048,5,0,0,0,
14048,6,0,0,0,
14048,7,20,13,7,
14048,8,0,0,0,
14048,9,0,0,0,
14048,10,0,0,0,
14048,11,0,0,0,
14048,12,0,0,0,
14048,13,0,0,0,
14048,14,0,0,0,
14049,1,0,0,0,
14049,2,0,0,0,
14049,3,0,0,0,
14049,4,0,0,0,
14049,5,0,0,0,
14049,6,0,0,0,
14049,7,11,10,1,
14049,8,0,0,0,
14049,9,0,0,0,
14049,10,0,0,0,
14049,11,0,0,0,
14049,12,0,0,0,
14049,13,0,0,0,
14049,14,0,0,0,
14050,1,0,0,0,
14050,2,8,0,8,
14050,3,1,1,0,
14050,4,0,0,0,
14050,5,0,0,0,
14050,6,0,0,0,
14050,7,59,49,10,
14050,8,0,0,0,
14050,9,0,0,0,
14050,10,0,0,0,
14050,11,0,0,0,
14050,12,0,0,0,
14050,13,0,0,0,
14050,14,0,0,0,
14051,1,0,0,0,
14051,2,0,0,0,
14051,3,0,0,0,
14051,4,0,0,0,
14051,5,0,0,0,
14051,6,0,0,0,
14051,7,62,46,16,
14051,8,0,0,0,
14051,9,0,0,0,
14051,10,0,0,0,
14051,11,0,0,0,
14051,12,0,0,0,
14051,13,0,0,0,
14051,14,0,0,0,
14052,1,0,0,0,
14052,2,0,0,0,
14052,3,0,0,0,
14052,4,0,0,0,
14052,5,0,0,0,
14052,6,0,0,0,
14052,7,12,10,2,
14052,8,0,0,0,
14052,9,0,0,0,
14052,10,0,0,0,
14052,11,0,0,0,
14052,12,0,0,0,
14052,13,0,0,0,
14052,14,0,0,0,
14053,1,0,0,0,
14053,2,0,0,0,
14053,3,0,0,0,
14053,4,0,0,0,
14053,5,0,0,0,
14053,6,0,0,0,
14053,7,170,101,69,
14053,8,0,0,0,
14053,9,0,0,0,
14053,10,0,0,0,
14053,11,0,0,0,
14053,12,0,0,0,
14053,13,0,0,0,
14053,14,0,0,0,
14054,1,0,0,0,
14054,2,0,0,0,
14054,3,0,0,0,
14054,4,0,0,0,
14054,5,0,0,0,
14054,6,0,0,0,
14054,7,11,9,2,
14054,8,0,0,0,
