COLUMNA,DESCRIPCION,ORIGEN,TIPO_DATO,LONGITUD,CODIGO_VALIDO
ubicageo_f,Municipio,SECC II. 29,Numérico,5,0 al 99999
aniorefe_b,Año de referencia,SECC II. 29,Numérico,1,1 al 2
rnsnni1,Realización de aseguramientos de armas,SECC II. 29,Numérico,2,0 al 98
armasatt,Total,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa1,Armas de fuego - Largas,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa2,Armas de fuego - Cortas,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa3,Armas de fuego - No identificado,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa4,Lanzagranadas,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa5,Lanzacohetes,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa6,Explosivos - Granadas,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa7,Explosivos - Minas,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa8,Explosivos - No identificado,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa9,Municiones (cartuchos) - De uso común,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa10,Municiones (cartuchos) - Trazadores,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa11,Municiones (cartuchos) - Perforantes,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa12,Municiones (cartuchos) - Postas,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa13,Municiones (cartuchos) - Otro tipo,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa14,Municiones (cartuchos) - No identificado,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa15,Casquillos,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa16,De fabricación artesanal - Armas de fuego,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa17,De fabricación artesanal - Municiones (cartuchos),SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa18,De fabricación artesanal - No identificado,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa19,Otro tipo de armas,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
armasa20,No identificado,SECC II. 29,Carácter,20,"0-999999999999999, NA, NSS, ND, NP, NULL"
