ubicageo_f,inftrans_d,totalca1
15060,11,NA
15060,12,NA
15060,13,NA
15060,14,NA
15060,15,NA
15060,16,NA
15060,17,NA
15060,18,NA
15060,19,NA
15060,20,NA
15060,21,NA
15060,22,NA
15060,23,NA
15060,24,NA
15060,25,NA
15060,26,NA
15060,27,NA
15060,28,NA
15060,29,NA
15060,30,NA
15060,31,NA
15060,32,NA
15060,33,NA
15060,34,NA
15060,35,NA
15060,36,NA
15060,37,NA
15060,38,NA
15060,39,NA
15060,40,NA
15060,41,NA
15060,42,NA
15060,43,NA
15060,44,NA
15060,45,NA
15060,46,NA
15061,1,NA
15061,2,NA
15061,3,NA
15061,4,NA
15061,5,NA
15061,6,NA
15061,7,NA
15061,8,NA
15061,9,NA
15061,10,NA
15061,11,NA
15061,12,NA
15061,13,NA
15061,14,NA
15061,15,NA
15061,16,NA
15061,17,NA
15061,18,NA
15061,19,NA
15061,20,NA
15061,21,NA
15061,22,NA
15061,23,NA
15061,24,NA
15061,25,NA
15061,26,NA
15061,27,NA
15061,28,NA
15061,29,NA
15061,30,NA
15061,31,NA
15061,32,NA
15061,33,NA
15061,34,NA
15061,35,NA
15061,36,NA
15061,37,NA
15061,38,NA
15061,39,NA
15061,40,NA
15061,41,NA
15061,42,NA
15061,43,NA
15061,44,NA
15061,45,NA
15061,46,NA
15062,1,NA
15062,2,NA
15062,3,NA
15062,4,NA
15062,5,NA
15062,6,NA
15062,7,NA
15062,8,NA
15062,9,NA
15062,10,NA
15062,11,NA
15062,12,NA
15062,13,NA
15062,14,NA
15062,15,NA
15062,16,NA
15062,17,NA
15062,18,NA
15062,19,NA
15062,20,NA
15062,21,NA
15062,22,NA
15062,23,NA
15062,24,NA
15062,25,NA
15062,26,NA
15062,27,NA
15062,28,NA
15062,29,NA
15062,30,NA
15062,31,NA
15062,32,NA
15062,33,NA
15062,34,NA
15062,35,NA
15062,36,NA
15062,37,NA
15062,38,NA
15062,39,NA
15062,40,NA
15062,41,NA
15062,42,NA
15062,43,NA
15062,44,NA
15062,45,NA
15062,46,NA
15063,1,NA
15063,2,NA
15063,3,NA
15063,4,NA
15063,5,NA
15063,6,NA
15063,7,NA
15063,8,NA
15063,9,NA
15063,10,NA
15063,11,NA
15063,12,NA
15063,13,NA
15063,14,NA
15063,15,NA
15063,16,NA
15063,17,NA
15063,18,NA
15063,19,NA
15063,20,NA
15063,21,NA
15063,22,NA
15063,23,NA
15063,24,NA
15063,25,NA
15063,26,NA
15063,27,NA
15063,28,NA
15063,29,NA
15063,30,NA
15063,31,NA
15063,32,NA
15063,33,NA
15063,34,NA
15063,35,NA
15063,36,NA
15063,37,NA
15063,38,NA
15063,39,NA
15063,40,NA
15063,41,NA
15063,42,NA
15063,43,NA
15063,44,NA
15063,45,NA
15063,46,NA
15064,1,NA
15064,2,NA
15064,3,NA
15064,4,NA
15064,5,NA
15064,6,NA
15064,7,NA
15064,8,NA
15064,9,NA
15064,10,NA
15064,11,NA
15064,12,NA
15064,13,NA
15064,14,NA
15064,15,NA
15064,16,NA
15064,17,NA
15064,18,NA
15064,19,NA
15064,20,NA
15064,21,NA
15064,22,NA
15064,23,NA
15064,24,NA
15064,25,NA
15064,26,NA
15064,27,NA
15064,28,NA
15064,29,NA
15064,30,NA
15064,31,NA
15064,32,NA
15064,33,NA
15064,34,NA
15064,35,NA
15064,36,NA
15064,37,NA
15064,38,NA
15064,39,NA
15064,40,NA
15064,41,NA
15064,42,NA
15064,43,NA
15064,44,NA
15064,45,NA
15064,46,NA
15065,1,NA
15065,2,NA
15065,3,NA
15065,4,NA
15065,5,NA
15065,6,NA
15065,7,NA
15065,8,NA
15065,9,NA
15065,10,NA
15065,11,NA
15065,12,NA
15065,13,NA
15065,14,NA
15065,15,NA
15065,16,NA
15065,17,NA
15065,18,NA
15065,19,NA
15065,20,NA
15065,21,NA
15065,22,NA
15065,23,NA
15065,24,NA
15065,25,NA
15065,26,NA
15065,27,NA
15065,28,NA
15065,29,NA
15065,30,NA
15065,31,NA
15065,32,NA
15065,33,NA
15065,34,NA
15065,35,NA
15065,36,NA
15065,37,NA
15065,38,NA
15065,39,NA
15065,40,NA
15065,41,NA
15065,42,NA
15065,43,NA
15065,44,NA
15065,45,NA
15065,46,NA
15066,1,NA
15066,2,NA
15066,3,NA
15066,4,NA
15066,5,NA
15066,6,NA
15066,7,NA
15066,8,NA
15066,9,NA
15066,10,NA
15066,11,NA
15066,12,NA
15066,13,NA
15066,14,NA
15066,15,NA
15066,16,NA
15066,17,NA
15066,18,NA
15066,19,NA
15066,20,NA
15066,21,NA
15066,22,NA
15066,23,NA
15066,24,NA
15066,25,NA
15066,26,NA
15066,27,NA
15066,28,NA
15066,29,NA
15066,30,NA
15066,31,NA
15066,32,NA
15066,33,NA
15066,34,NA
15066,35,NA
15066,36,NA
15066,37,NA
15066,38,NA
15066,39,NA
15066,40,NA
15066,41,NA
15066,42,NA
15066,43,NA
15066,44,NA
15066,45,NA
15066,46,NA
15067,1,96
15067,2,1032
15067,3,12
15067,4,0
15067,5,21
15067,6,0
15067,7,87
15067,8,0
15067,9,52
15067,10,14
15067,11,0
15067,12,0
15067,13,0
15067,14,103
15067,15,0
15067,16,1913
15067,17,0
15067,18,0
15067,19,11
15067,20,0
15067,21,42
15067,22,309
15067,23,0
15067,24,0
15067,25,0
15067,26,0
15067,27,28
15067,28,0
15067,29,0
15067,30,0
15067,31,5
15067,32,42
15067,33,0
15067,34,8
15067,35,5
15067,36,52
15067,37,0
15067,38,0
15067,39,0
15067,40,0
15067,41,0
15067,42,3
15067,43,9
15067,44,0
15067,45,0
15067,46,0
15068,1,NA
15068,2,NA
15068,3,NA
15068,4,NA
15068,5,NA
15068,6,NA
15068,7,NA
15068,8,NA
15068,9,NA
15068,10,NA
15068,11,NA
15068,12,NA
15068,13,NA
15068,14,NA
15068,15,NA
15068,16,NA
15068,17,NA
15068,18,NA
15068,19,NA
15068,20,NA
15068,21,NA
15068,22,NA
15068,23,NA
15068,24,NA
15068,25,NA
15068,26,NA
15068,27,NA
15068,28,NA
15068,29,NA
15068,30,NA
15068,31,NA
15068,32,NA
15068,33,NA
15068,34,NA
15068,35,NA
15068,36,NA
15068,37,NA
15068,38,NA
15068,39,NA
15068,40,NA
15068,41,NA
15068,42,NA
15068,43,NA
15068,44,NA
15068,45,NA
15068,46,NA
15069,1,NA
15069,2,NA
15069,3,NA
15069,4,NA
15069,5,NA
15069,6,NA
15069,7,NA
15069,8,NA
15069,9,NA
15069,10,NA
15069,11,NA
15069,12,NA
15069,13,NA
15069,14,NA
15069,15,NA
15069,16,NA
15069,17,NA
15069,18,NA
15069,19,NA
15069,20,NA
15069,21,NA
15069,22,NA
15069,23,NA
15069,24,NA
15069,25,NA
15069,26,NA
15069,27,NA
15069,28,NA
15069,29,NA
15069,30,NA
15069,31,NA
15069,32,NA
15069,33,NA
15069,34,NA
15069,35,NA
15069,36,NA
15069,37,NA
15069,38,NA
15069,39,NA
15069,40,NA
15069,41,NA
15069,42,NA
15069,43,NA
15069,44,NA
15069,45,NA
15069,46,NA
15070,1,46
15070,2,25
15070,3,6
15070,4,0
15070,5,22
15070,6,26
15070,7,18
15070,8,31
15070,9,27
15070,10,16
15070,11,0
15070,12,0
15070,13,0
15070,14,35
15070,15,0
15070,16,31
15070,17,0
15070,18,0
15070,19,23
15070,20,0
15070,21,0
15070,22,17
15070,23,10
15070,24,18
15070,25,0
15070,26,11
15070,27,6
15070,28,0
15070,29,6
15070,30,0
15070,31,0
15070,32,0
15070,33,0
15070,34,58
15070,35,18
15070,36,4
15070,37,27
15070,38,3
15070,39,0
15070,40,0
15070,41,0
15070,42,2
15070,43,0
15070,44,0
15070,45,2
15070,46,0
15071,1,NA
15071,2,NA
15071,3,NA
15071,4,NA
15071,5,NA
15071,6,NA
15071,7,NA
15071,8,NA
15071,9,NA
15071,10,NA
15071,11,NA
15071,12,NA
15071,13,NA
15071,14,NA
15071,15,NA
15071,16,NA
15071,17,NA
15071,18,NA
15071,19,NA
15071,20,NA
15071,21,NA
15071,22,NA
15071,23,NA
15071,24,NA
15071,25,NA
15071,26,NA
15071,27,NA
15071,28,NA
15071,29,NA
15071,30,NA
15071,31,NA
15071,32,NA
15071,33,NA
15071,34,NA
15071,35,NA
15071,36,NA
15071,37,NA
15071,38,NA
15071,39,NA
15071,40,NA
15071,41,NA
15071,42,NA
15071,43,NA
15071,44,NA
15071,45,NA
15071,46,NA
15072,1,NA
15072,2,NA
15072,3,NA
15072,4,NA
15072,5,NA
15072,6,NA
15072,7,NA
15072,8,NA
15072,9,NA
15072,10,NA
15072,11,NA
15072,12,NA
15072,13,NA
15072,14,NA
15072,15,NA
15072,16,NA
15072,17,NA
15072,18,NA
15072,19,NA
15072,20,NA
15072,21,NA
15072,22,NA
15072,23,NA
15072,24,NA
15072,25,NA
15072,26,NA
15072,27,NA
15072,28,NA
15072,29,NA
15072,30,NA
15072,31,NA
15072,32,NA
15072,33,NA
15072,34,NA
15072,35,NA
15072,36,NA
15072,37,NA
15072,38,NA
15072,39,NA
15072,40,NA
15072,41,NA
15072,42,NA
15072,43,NA
15072,44,NA
15072,45,NA
15072,46,NA
15073,1,NA
15073,2,NA
15073,3,NA
15073,4,NA
15073,5,NA
15073,6,NA
15073,7,NA
15073,8,NA
15073,9,NA
15073,10,NA
15073,11,NA
15073,12,NA
15073,13,NA
15073,14,NA
15073,15,NA
15073,16,NA
15073,17,NA
15073,18,NA
15073,19,NA
15073,20,NA
15073,21,NA
15073,22,NA
15073,23,NA
15073,24,NA
15073,25,NA
15073,26,NA
15073,27,NA
15073,28,NA
15073,29,NA
15073,30,NA
15073,31,NA
15073,32,NA
15073,33,NA
15073,34,NA
15073,35,NA
15073,36,NA
15073,37,NA
15073,38,NA
15073,39,NA
15073,40,NA
15073,41,NA
15073,42,NA
15073,43,NA
15073,44,NA
15073,45,NA
15073,46,NA
15074,1,NA
15074,2,NA
15074,3,NA
15074,4,NA
15074,5,NA
15074,6,NA
15074,7,NA
15074,8,NA
15074,9,NA
15074,10,NA
15074,11,NA
15074,12,NA
15074,13,NA
15074,14,NA
15074,15,NA
15074,16,NA
15074,17,NA
15074,18,NA
15074,19,NA
15074,20,NA
15074,21,NA
15074,22,NA
15074,23,NA
15074,24,NA
15074,25,NA
15074,26,NA
15074,27,NA
15074,28,NA
15074,29,NA
15074,30,NA
15074,31,NA
15074,32,NA
15074,33,NA
15074,34,NA
15074,35,NA
15074,36,NA
15074,37,NA
15074,38,NA
15074,39,NA
15074,40,NA
15074,41,NA
15074,42,NA
15074,43,NA
15074,44,NA
15074,45,NA
15074,46,NA
15075,1,NA
15075,2,NA
15075,3,NA
15075,4,NA
15075,5,NA
15075,6,NA
15075,7,NA
15075,8,NA
15075,9,NA
15075,10,NA
15075,11,NA
15075,12,NA
15075,13,NA
15075,14,NA
15075,15,NA
15075,16,NA
15075,17,NA
15075,18,NA
15075,19,NA
15075,20,NA
15075,21,NA
15075,22,NA
15075,23,NA
15075,24,NA
15075,25,NA
15075,26,NA
15075,27,NA
15075,28,NA
15075,29,NA
15075,30,NA
15075,31,NA
15075,32,NA
15075,33,NA
15075,34,NA
15075,35,NA
15075,36,NA
15075,37,NA
15075,38,NA
15075,39,NA
15075,40,NA
15075,41,NA
15075,42,NA
15075,43,NA
15075,44,NA
15075,45,NA
15075,46,NA
15076,1,1
15076,2,0
15076,3,0
15076,4,0
15076,5,43
15076,6,0
15076,7,47
15076,8,47
15076,9,234
15076,10,13
15076,11,0
15076,12,0
15076,13,13
15076,14,105
15076,15,0
15076,16,20152
15076,17,0
15076,18,0
15076,19,12
15076,20,0
15076,21,3
15076,22,40
15076,23,4
15076,24,40
15076,25,5
15076,26,0
15076,27,67
15076,28,0
15076,29,4
15076,30,0
15076,31,3
15076,32,0
15076,33,55
15076,34,80
15076,35,27
15076,36,228
15076,37,0
15076,38,0
15076,39,40
15076,40,2
15076,41,0
15076,42,0
15076,43,0
15076,44,10
15076,45,116
15076,46,0
15077,1,NA
15077,2,NA
15077,3,NA
15077,4,NA
15077,5,NA
15077,6,NA
15077,7,NA
15077,8,NA
15077,9,NA
15077,10,NA
15077,11,NA
15077,12,NA
15077,13,NA
15077,14,NA
15077,15,NA
15077,16,NA
15077,17,NA
15077,18,NA
15077,19,NA
15077,20,NA
15077,21,NA
15077,22,NA
15077,23,NA
15077,24,NA
15077,25,NA
15077,26,NA
15077,27,NA
15077,28,NA
15077,29,NA
15077,30,NA
15077,31,NA
15077,32,NA
15077,33,NA
15077,34,NA
15077,35,NA
15077,36,NA
15077,37,NA
15077,38,NA
15077,39,NA
15077,40,NA
15077,41,NA
15077,42,NA
15077,43,NA
15077,44,NA
15077,45,NA
15077,46,NA
15078,1,NA
15078,2,NA
15078,3,NA
15078,4,NA
15078,5,NA
15078,6,NA
15078,7,NA
15078,8,NA
15078,9,NA
15078,10,NA
15078,11,NA
15078,12,NA
15078,13,NA
15078,14,NA
15078,15,NA
15078,16,NA
15078,17,NA
15078,18,NA
15078,19,NA
15078,20,NA
15078,21,NA
15078,22,NA
15078,23,NA
15078,24,NA
15078,25,NA
15078,26,NA
15078,27,NA
15078,28,NA
15078,29,NA
15078,30,NA
15078,31,NA
15078,32,NA
15078,33,NA
15078,34,NA
15078,35,NA
15078,36,NA
15078,37,NA
15078,38,NA
15078,39,NA
15078,40,NA
15078,41,NA
15078,42,NA
15078,43,NA
15078,44,NA
15078,45,NA
15078,46,NA
15079,1,NA
15079,2,NA
15079,3,NA
15079,4,NA
15079,5,NA
15079,6,NA
15079,7,NA
15079,8,NA
15079,9,NA
15079,10,NA
15079,11,NA
15079,12,NA
15079,13,NA
15079,14,NA
15079,15,NA
15079,16,NA
15079,17,NA
15079,18,NA
15079,19,NA
15079,20,NA
15079,21,NA
15079,22,NA
15079,23,NA
15079,24,NA
15079,25,NA
15079,26,NA
15079,27,NA
15079,28,NA
15079,29,NA
15079,30,NA
15079,31,NA
15079,32,NA
15079,33,NA
15079,34,NA
15079,35,NA
15079,36,NA
15079,37,NA
15079,38,NA
15079,39,NA
15079,40,NA
15079,41,NA
15079,42,NA
15079,43,NA
15079,44,NA
15079,45,NA
15079,46,NA
15080,1,NA
15080,2,NA
15080,3,NA
15080,4,NA
15080,5,NA
15080,6,NA
15080,7,NA
15080,8,NA
15080,9,NA
15080,10,NA
15080,11,NA
15080,12,NA
15080,13,NA
15080,14,NA
15080,15,NA
15080,16,NA
15080,17,NA
15080,18,NA
15080,19,NA
15080,20,NA
15080,21,NA
15080,22,NA
15080,23,NA
15080,24,NA
15080,25,NA
15080,26,NA
15080,27,NA
15080,28,NA
15080,29,NA
15080,30,NA
15080,31,NA
15080,32,NA
15080,33,NA
15080,34,NA
15080,35,NA
15080,36,NA
15080,37,NA
15080,38,NA
15080,39,NA
15080,40,NA
15080,41,NA
15080,42,NA
15080,43,NA
15080,44,NA
15080,45,NA
15080,46,NA
15081,1,NA
15081,2,NA
15081,3,NA
15081,4,NA
15081,5,NA
15081,6,NA
15081,7,NA
15081,8,NA
15081,9,NA
15081,10,NA
15081,11,NA
15081,12,NA
15081,13,NA
15081,14,NA
15081,15,NA
15081,16,NA
15081,17,NA
15081,18,NA
15081,19,NA
15081,20,NA
15081,21,NA
15081,22,NA
15081,23,NA
15081,24,NA
15081,25,NA
15081,26,NA
15081,27,NA
15081,28,NA
15081,29,NA
15081,30,NA
15081,31,NA
15081,32,NA
15081,33,NA
15081,34,NA
15081,35,NA
15081,36,NA
15081,37,NA
15081,38,NA
15081,39,NA
15081,40,NA
15081,41,NA
15081,42,NA
15081,43,NA
15081,44,NA
15081,45,NA
15081,46,NA
15082,1,NA
15082,2,NA
15082,3,NA
15082,4,NA
15082,5,NA
15082,6,NA
15082,7,NA
15082,8,NA
15082,9,NA
15082,10,NA
15082,11,NA
15082,12,NA
15082,13,NA
15082,14,NA
15082,15,NA
15082,16,NA
15082,17,NA
15082,18,NA
15082,19,NA
15082,20,NA
15082,21,NA
15082,22,NA
15082,23,NA
15082,24,NA
15082,25,NA
15082,26,NA
15082,27,NA
15082,28,NA
15082,29,NA
15082,30,NA
15082,31,NA
15082,32,NA
15082,33,NA
15082,34,NA
15082,35,NA
15082,36,NA
15082,37,NA
15082,38,NA
15082,39,NA
15082,40,NA
15082,41,NA
15082,42,NA
15082,43,NA
15082,44,NA
15082,45,NA
15082,46,NA
15083,1,NA
15083,2,NA
15083,3,NA
15083,4,NA
15083,5,NA
15083,6,NA
15083,7,NA
15083,8,NA
15083,9,NA
15083,10,NA
15083,11,NA
15083,12,NA
15083,13,NA
15083,14,NA
15083,15,NA
15083,16,NA
15083,17,NA
15083,18,NA
15083,19,NA
15083,20,NA
15083,21,NA
15083,22,NA
15083,23,NA
15083,24,NA
15083,25,NA
15083,26,NA
15083,27,NA
15083,28,NA
15083,29,NA
15083,30,NA
15083,31,NA
15083,32,NA
15083,33,NA
15083,34,NA
15083,35,NA
15083,36,NA
15083,37,NA
15083,38,NA
15083,39,NA
15083,40,NA
15083,41,NA
15083,42,NA
15083,43,NA
15083,44,NA
15083,45,NA
15083,46,NA
15084,1,NA
15084,2,NA
15084,3,NA
15084,4,NA
15084,5,NA
15084,6,NA
15084,7,NA
15084,8,NA
15084,9,NA
15084,10,NA
15084,11,NA
15084,12,NA
15084,13,NA
15084,14,NA
15084,15,NA
15084,16,NA
15084,17,NA
15084,18,NA
15084,19,NA
15084,20,NA
15084,21,NA
15084,22,NA
15084,23,NA
15084,24,NA
15084,25,NA
15084,26,NA
15084,27,NA
15084,28,NA
15084,29,NA
15084,30,NA
15084,31,NA
15084,32,NA
15084,33,NA
15084,34,NA
15084,35,NA
15084,36,NA
15084,37,NA
15084,38,NA
15084,39,NA
15084,40,NA
15084,41,NA
15084,42,NA
15084,43,NA
15084,44,NA
15084,45,NA
15084,46,NA
15085,1,NA
15085,2,NA
15085,3,NA
15085,4,NA
15085,5,NA
15085,6,NA
15085,7,NA
15085,8,NA
15085,9,NA
15085,10,NA
15085,11,NA
15085,12,NA
15085,13,NA
15085,14,NA
15085,15,NA
15085,16,NA
15085,17,NA
15085,18,NA
15085,19,NA
15085,20,NA
15085,21,NA
15085,22,NA
15085,23,NA
15085,24,NA
15085,25,NA
15085,26,NA
15085,27,NA
15085,28,NA
15085,29,NA
15085,30,NA
15085,31,NA
15085,32,NA
15085,33,NA
15085,34,NA
15085,35,NA
15085,36,NA
15085,37,NA
15085,38,NA
15085,39,NA
15085,40,NA
15085,41,NA
15085,42,NA
15085,43,NA
15085,44,NA
15085,45,NA
15085,46,NA
15086,1,NA
15086,2,NA
15086,3,NA
15086,4,NA
15086,5,NA
15086,6,NA
15086,7,NA
15086,8,NA
15086,9,NA
15086,10,NA
15086,11,NA
15086,12,NA
15086,13,NA
15086,14,NA
15086,15,NA
15086,16,NA
15086,17,NA
15086,18,NA
15086,19,NA
15086,20,NA
15086,21,NA
15086,22,NA
15086,23,NA
15086,24,NA
15086,25,NA
15086,26,NA
15086,27,NA
15086,28,NA
15086,29,NA
15086,30,NA
15086,31,NA
15086,32,NA
15086,33,NA
15086,34,NA
15086,35,NA
15086,36,NA
15086,37,NA
15086,38,NA
15086,39,NA
15086,40,NA
15086,41,NA
15086,42,NA
15086,43,NA
15086,44,NA
15086,45,NA
15086,46,NA
15087,1,NA
15087,2,NA
15087,3,NA
15087,4,NA
15087,5,NA
15087,6,NA
15087,7,NA
15087,8,NA
15087,9,NA
15087,10,NA
15087,11,NA
15087,12,NA
15087,13,NA
15087,14,NA
15087,15,NA
15087,16,NA
15087,17,NA
15087,18,NA
15087,19,NA
15087,20,NA
15087,21,NA
15087,22,NA
15087,23,NA
15087,24,NA
15087,25,NA
15087,26,NA
15087,27,NA
15087,28,NA
15087,29,NA
15087,30,NA
15087,31,NA
15087,32,NA
15087,33,NA
15087,34,NA
15087,35,NA
15087,36,NA
15087,37,NA
15087,38,NA
15087,39,NA
15087,40,NA
15087,41,NA
15087,42,NA
15087,43,NA
15087,44,NA
15087,45,NA
15087,46,NA
15088,1,NA
15088,2,NA
15088,3,NA
15088,4,NA
15088,5,NA
15088,6,NA
15088,7,NA
15088,8,NA
15088,9,NA
15088,10,NA
15088,11,NA
15088,12,NA
15088,13,NA
15088,14,NA
15088,15,NA
15088,16,NA
15088,17,NA
15088,18,NA
15088,19,NA
15088,20,NA
15088,21,NA
15088,22,NA
15088,23,NA
15088,24,NA
15088,25,NA
15088,26,NA
15088,27,NA
15088,28,NA
15088,29,NA
15088,30,NA
15088,31,NA
15088,32,NA
15088,33,NA
15088,34,NA
15088,35,NA
15088,36,NA
15088,37,NA
15088,38,NA
15088,39,NA
15088,40,NA
15088,41,NA
15088,42,NA
15088,43,NA
15088,44,NA
15088,45,NA
15088,46,NA
15089,1,NA
15089,2,NA
15089,3,NA
15089,4,NA
15089,5,NA
15089,6,NA
15089,7,NA
15089,8,NA
15089,9,NA
15089,10,NA
15089,11,NA
15089,12,NA
15089,13,NA
15089,14,NA
15089,15,NA
15089,16,NA
15089,17,NA
15089,18,NA
15089,19,NA
15089,20,NA
15089,21,NA
15089,22,NA
15089,23,NA
15089,24,NA
15089,25,NA
15089,26,NA
15089,27,NA
15089,28,NA
15089,29,NA
15089,30,NA
15089,31,NA
15089,32,NA
15089,33,NA
15089,34,NA
15089,35,NA
15089,36,NA
15089,37,NA
15089,38,NA
15089,39,NA
15089,40,NA
15089,41,NA
15089,42,NA
15089,43,NA
15089,44,NA
15089,45,NA
15089,46,NA
15090,1,NA
15090,2,NA
15090,3,NA
15090,4,NA
15090,5,NA
15090,6,NA
15090,7,NA
15090,8,NA
15090,9,NA
15090,10,NA
15090,11,NA
15090,12,NA
15090,13,NA
15090,14,NA
15090,15,NA
15090,16,NA
15090,17,NA
15090,18,NA
15090,19,NA
15090,20,NA
15090,21,NA
15090,22,NA
15090,23,NA
15090,24,NA
15090,25,NA
15090,26,NA
15090,27,NA
15090,28,NA
15090,29,NA
15090,30,NA
15090,31,NA
15090,32,NA
15090,33,NA
15090,34,NA
15090,35,NA
15090,36,NA
15090,37,NA
15090,38,NA
15090,39,NA
15090,40,NA
15090,41,NA
15090,42,NA
15090,43,NA
15090,44,NA
15090,45,NA
15090,46,NA
15091,1,NA
15091,2,NA
15091,3,NA
15091,4,NA
15091,5,NA
15091,6,NA
15091,7,NA
15091,8,NA
15091,9,NA
15091,10,NA
15091,11,NA
15091,12,NA
15091,13,NA
15091,14,NA
15091,15,NA
15091,16,NA
15091,17,NA
15091,18,NA
15091,19,NA
15091,20,NA
15091,21,NA
15091,22,NA
15091,23,NA
15091,24,NA
15091,25,NA
15091,26,NA
15091,27,NA
15091,28,NA
15091,29,NA
15091,30,NA
15091,31,NA
15091,32,NA
15091,33,NA
15091,34,NA
15091,35,NA
15091,36,NA
15091,37,NA
15091,38,NA
15091,39,NA
15091,40,NA
15091,41,NA
15091,42,NA
15091,43,NA
15091,44,NA
15091,45,NA
15091,46,NA
15092,1,NA
15092,2,NA
15092,3,NA
15092,4,NA
15092,5,NA
15092,6,NA
15092,7,NA
15092,8,NA
15092,9,NA
15092,10,NA
15092,11,NA
15092,12,NA
15092,13,NA
15092,14,NA
15092,15,NA
15092,16,NA
15092,17,NA
15092,18,NA
15092,19,NA
15092,20,NA
15092,21,NA
15092,22,NA
15092,23,NA
15092,24,NA
15092,25,NA
15092,26,NA
15092,27,NA
15092,28,NA
15092,29,NA
15092,30,NA
15092,31,NA
15092,32,NA
15092,33,NA
15092,34,NA
15092,35,NA
15092,36,NA
15092,37,NA
15092,38,NA
15092,39,NA
15092,40,NA
15092,41,NA
15092,42,NA
15092,43,NA
15092,44,NA
15092,45,NA
15092,46,NA
15093,1,NA
15093,2,NA
15093,3,NA
15093,4,NA
15093,5,NA
15093,6,NA
15093,7,NA
15093,8,NA
15093,9,NA
15093,10,NA
15093,11,NA
15093,12,NA
15093,13,NA
15093,14,NA
15093,15,NA
15093,16,NA
15093,17,NA
15093,18,NA
15093,19,NA
15093,20,NA
15093,21,NA
15093,22,NA
15093,23,NA
15093,24,NA
15093,25,NA
15093,26,NA
15093,27,NA
15093,28,NA
15093,29,NA
15093,30,NA
15093,31,NA
15093,32,NA
15093,33,NA
15093,34,NA
15093,35,NA
15093,36,NA
15093,37,NA
15093,38,NA
15093,39,NA
15093,40,NA
15093,41,NA
15093,42,NA
15093,43,NA
15093,44,NA
15093,45,NA
15093,46,NA
15094,1,NA
15094,2,NA
15094,3,NA
15094,4,NA
15094,5,NA
15094,6,NA
15094,7,NA
15094,8,NA
15094,9,NA
15094,10,NA
15094,11,NA
15094,12,NA
15094,13,NA
15094,14,NA
15094,15,NA
15094,16,NA
15094,17,NA
15094,18,NA
15094,19,NA
15094,20,NA
15094,21,NA
15094,22,NA
15094,23,NA
15094,24,NA
15094,25,NA
15094,26,NA
15094,27,NA
15094,28,NA
15094,29,NA
15094,30,NA
15094,31,NA
15094,32,NA
15094,33,NA
15094,34,NA
15094,35,NA
15094,36,NA
15094,37,NA
15094,38,NA
15094,39,NA
15094,40,NA
15094,41,NA
15094,42,NA
15094,43,NA
15094,44,NA
15094,45,NA
15094,46,NA
15095,1,0
15095,2,3
15095,3,0
15095,4,0
15095,5,78
15095,6,60
15095,7,4
15095,8,664
15095,9,56
15095,10,7
15095,11,0
15095,12,306
15095,13,205
15095,14,174
15095,15,0
15095,16,3835
15095,17,0
15095,18,0
15095,19,235
15095,20,2
15095,21,15
15095,22,11
15095,23,34
15095,24,48
15095,25,17
15095,26,0
15095,27,14
15095,28,232
15095,29,0
15095,30,0
15095,31,0
15095,32,36
15095,33,0
15095,34,54
15095,35,1
15095,36,13
15095,37,1
15095,38,0
15095,39,0
15095,40,0
15095,41,1
15095,42,0
15095,43,0
15095,44,0
15095,45,0
15095,46,0
15096,1,NA
15096,2,NA
15096,3,NA
15096,4,NA
15096,5,NA
15096,6,NA
15096,7,NA
15096,8,NA
15096,9,NA
15096,10,NA
15096,11,NA
15096,12,NA
15096,13,NA
15096,14,NA
15096,15,NA
15096,16,NA
15096,17,NA
15096,18,NA
15096,19,NA
15096,20,NA
15096,21,NA
15096,22,NA
15096,23,NA
15096,24,NA
15096,25,NA
15096,26,NA
15096,27,NA
15096,28,NA
15096,29,NA
15096,30,NA
15096,31,NA
15096,32,NA
15096,33,NA
15096,34,NA
15096,35,NA
15096,36,NA
15096,37,NA
15096,38,NA
15096,39,NA
15096,40,NA
15096,41,NA
15096,42,NA
15096,43,NA
15096,44,NA
15096,45,NA
15096,46,NA
15097,1,NA
15097,2,NA
15097,3,NA
15097,4,NA
15097,5,NA
15097,6,NA
15097,7,NA
15097,8,NA
15097,9,NA
15097,10,NA
15097,11,NA
15097,12,NA
15097,13,NA
15097,14,NA
15097,15,NA
15097,16,NA
15097,17,NA
15097,18,NA
15097,19,NA
15097,20,NA
15097,21,NA
15097,22,NA
15097,23,NA
15097,24,NA
15097,25,NA
15097,26,NA
15097,27,NA
15097,28,NA
15097,29,NA
15097,30,NA
15097,31,NA
15097,32,NA
15097,33,NA
15097,34,NA
15097,35,NA
15097,36,NA
15097,37,NA
15097,38,NA
15097,39,NA
15097,40,NA
15097,41,NA
15097,42,NA
15097,43,NA
15097,44,NA
15097,45,NA
15097,46,NA
15098,1,NA
15098,2,NA
15098,3,NA
15098,4,NA
15098,5,NA
15098,6,NA
15098,7,NA
15098,8,NA
15098,9,NA
15098,10,NA
15098,11,NA
15098,12,NA
15098,13,NA
15098,14,NA
15098,15,NA
15098,16,NA
15098,17,NA
15098,18,NA
15098,19,NA
15098,20,NA
15098,21,NA
15098,22,NA
15098,23,NA
15098,24,NA
15098,25,NA
15098,26,NA
15098,27,NA
15098,28,NA
15098,29,NA
15098,30,NA
15098,31,NA
15098,32,NA
